asset,milestone_year,peak_demand,initial_storage_level,storage_inflows,investable,max_energy_timeframe_partition,min_energy_timeframe_partition,units_on_cost
DE_E_Demand,2050,125.0411243,,0.0,false,,,
DE_E_ENS,2050,0.0,,0.0,false,,,
DE_Gas,2050,0.0,,0.0,false,,,
DE_H_Demand,2050,68.34474886,,0.0,false,,,
DE_Hydro,2050,0.0,,0.0,false,,,
DE_Hydro_Reservoir,2050,0.0,129.3,1.297,false,,,
DE_OCGT,2050,0.0,,0.0,false,,,
DE_Pump_Hydro_Closed,2050,0.0,141.1,7.382,false,,,
DE_Pump_Hydro_Open,2050,0.0,208.35,1.644,false,,,
DE_Solar,2050,0.0,,0.0,false,,,
DE_Wind_Offshore,2050,0.0,,0.0,false,,,
DE_Wind_Onshore,2050,0.0,,0.0,false,,,
DE_electrolyzer,2050,0.0,,0.0,false,,,
DK_Battery,2050,0.0,,0.0,false,,,
DK_E_Demand,2050,6.316626413,,0.0,false,,,
DK_E_ENS,2050,0.0,,0.0,false,,,
DK_Gas,2050,0.0,,0.0,false,,,
DK_H_Demand,2050,2.305936073,,0.0,false,,,
DK_OCGT,2050,0.0,,0.0,false,,,
DK_Solar,2050,0.0,,0.0,false,,,
DK_Wind_Offshore,2050,0.0,,0.0,false,,,
DK_Wind_Onshore,2050,0.0,,0.0,false,,,
DK_electrolyzer,2050,0.0,,0.0,false,,,
EE_E_Demand,2050,2.709725187,,0.0,false,,,
EE_E_ENS,2050,0.0,,0.0,false,,,
EE_H_Demand,2050,0.194063927,,0.0,false,,,
EE_Solar,2050,0.0,,0.0,false,,,
EE_Wind_Offshore,2050,0.0,,0.0,false,,,
EE_Wind_Onshore,2050,0.0,,0.0,false,,,
EE_electrolyzer,2050,0.0,,0.0,false,,,
ES_Battery,2050,0.0,,0.0,false,,,
ES_E_Demand,2050,55.09026507,,0.0,false,,,
ES_E_ENS,2050,0.0,,0.0,false,,,
ES_Gas,2050,0.0,,0.0,false,,,
ES_H_Demand,2050,20.97031963,,0.0,false,,,
ES_Hydro,2050,0.0,,0.0,false,,,
ES_Hydro_Reservoir,2050,0.0,5824.25,10.972,false,,,
ES_Nuclear,2050,0.0,,0.0,false,,,
ES_Pump_Hydro_Closed,2050,0.0,49.5,6.866,false,,,
ES_Pump_Hydro_Open,2050,0.0,2980.95,2.683,false,,,
ES_Solar,2050,0.0,,0.0,false,,,
ES_Wind_Offshore,2050,0.0,,0.0,false,,,
ES_Wind_Onshore,2050,0.0,,0.0,false,,,
ES_electrolyzer,2050,0.0,,0.0,false,,,
EU_SMR_CCS,2050,0.0,,0.0,false,,,
FI_Battery,2050,0.0,,0.0,false,,,
FI_E_Demand,2050,19.29761551,,0.0,false,,,
FI_E_ENS,2050,0.0,,0.0,false,,,
FI_Gas,2050,0.0,,0.0,false,,,
FI_H_Demand,2050,5.410958904,,0.0,false,,,
FI_Hydro_Reservoir,2050,0.0,2765.0,3.237,false,,,
FI_Nuclear,2050,0.0,,0.0,false,,,
FI_OCGT,2050,0.0,,0.0,false,,,
FI_Solar,2050,0.0,,0.0,false,,,
FI_Wind_Offshore,2050,0.0,,0.0,false,,,
FI_Wind_Onshore,2050,0.0,,0.0,false,,,
FI_electrolyzer,2050,0.0,,0.0,false,,,
FR_Battery,2050,0.0,,0.0,false,,,
FR_E_Demand,2050,91.60100618,,0.0,false,,,
FR_E_ENS,2050,0.0,,0.0,false,,,
FR_Gas,2050,0.0,,0.0,false,,,
FR_H_Demand,2050,6.803652968,,0.0,false,,,
FR_Hydro,2050,0.0,,0.0,false,,,
FR_Hydro_Reservoir,2050,0.0,5000.0,8.785,false,,,
FR_Nuclear,2050,0.0,,0.0,false,,,
FR_OCGT,2050,0.0,,0.0,false,,,
FR_Pump_Hydro_Closed,2050,0.0,5.0,1.95,false,,,
FR_Pump_Hydro_Open,2050,0.0,45.0,1.85,false,,,
FR_Solar,2050,0.0,,0.0,false,,,
FR_Wind_Offshore,2050,0.0,,0.0,false,,,
FR_Wind_Onshore,2050,0.0,,0.0,false,,,
FR_electrolyzer,2050,0.0,,0.0,false,,,
GR_Battery,2050,0.0,,0.0,false,,,
GR_E_Demand,2050,16.63127631,,0.0,false,,,
GR_E_ENS,2050,0.0,,0.0,false,,,
GR_Gas,2050,0.0,,0.0,false,,,
GR_H_Demand,2050,6.575342466,,0.0,false,,,
GR_Hydro,2050,0.0,,0.0,false,,,
GR_Hydro_Reservoir,2050,0.0,1800.0,2.744,false,,,
GR_OCGT,2050,0.0,,0.0,false,,,
GR_Pump_Hydro_Closed,2050,0.0,0.0,0.68,false,,,
GR_Pump_Hydro_Open,2050,0.0,2.25,0.699,false,,,
GR_Solar,2050,0.0,,0.0,false,,,
GR_Wind_Offshore,2050,0.0,,0.0,false,,,
GR_Wind_Onshore,2050,0.0,,0.0,false,,,
GR_electrolyzer,2050,0.0,,0.0,false,,,
HR_Battery,2050,0.0,,0.0,false,,,
HR_Coal,2050,0.0,,0.0,false,,,
HR_E_Demand,2050,4.605988696,,0.0,false,,,
HR_E_ENS,2050,0.0,,0.0,false,,,
HR_Gas,2050,0.0,,0.0,false,,,
HR_H_Demand,2050,0.924657534,,0.0,false,,,
HR_Hydro,2050,0.0,,0.0,false,,,
HR_Hydro_Reservoir,2050,0.0,1022.95,1.941,false,,,
HR_Pump_Hydro_Open,2050,0.0,9.15,0.281,false,,,
HR_Solar,2050,0.0,,0.0,false,,,
HR_Wind_Offshore,2050,0.0,,0.0,false,,,
HR_Wind_Onshore,2050,0.0,,0.0,false,,,
HR_electrolyzer,2050,0.0,,0.0,false,,,
HU_Battery,2050,0.0,,0.0,false,,,
HU_E_Demand,2050,12.96715039,,0.0,false,,,
HU_E_ENS,2050,0.0,,0.0,false,,,
HU_Gas,2050,0.0,,0.0,false,,,
HU_H_Demand,2050,4.212328767,,0.0,false,,,
HU_Hydro,2050,0.0,,0.0,false,,,
HU_Nuclear,2050,0.0,,0.0,false,,,
HU_OCGT,2050,0.0,,0.0,false,,,
HU_Solar,2050,0.0,,0.0,false,,,
HU_Wind_Onshore,2050,0.0,,0.0,false,,,
HU_electrolyzer,2050,0.0,,0.0,false,,,
IE_Battery,2050,0.0,,0.0,false,,,
IE_E_Demand,2050,10.91834823,,0.0,false,,,
IE_E_ENS,2050,0.0,,0.0,false,,,
IE_Gas,2050,0.0,,0.0,false,,,
IE_H_Demand,2050,2.705479452,,0.0,false,,,
IE_Hydro,2050,0.0,,0.0,false,,,
IE_OCGT,2050,0.0,,0.0,false,,,
IE_Pump_Hydro_Closed,2050,0.0,0.85,0.292,false,,,
IE_Solar,2050,0.0,,0.0,false,,,
IE_Wind_Offshore,2050,0.0,,0.0,false,,,
IE_Wind_Onshore,2050,0.0,,0.0,false,,,
IE_electrolyzer,2050,0.0,,0.0,false,,,
IT_Battery,2050,0.0,,0.0,false,,,
IT_E_Demand,2050,80.32105864,,0.0,false,,,
IT_E_ENS,2050,0.0,,0.0,false,,,
IT_Gas,2050,0.0,,0.0,false,,,
IT_H_Demand,2050,16.66666667,,0.0,false,,,
IT_Hydro,2050,0.0,,0.0,false,,,
IT_Hydro_Reservoir,2050,0.0,2783.925,9.576,false,,,
IT_OCGT,2050,0.0,,0.0,false,,,
IT_Pump_Hydro_Closed,2050,0.0,31.5,6.2,false,,,
IT_Pump_Hydro_Open,2050,0.0,144.495,3.254,false,,,
IT_Solar,2050,0.0,,0.0,false,,,
IT_Wind_Offshore,2050,0.0,,0.0,false,,,
IT_Wind_Onshore,2050,0.0,,0.0,false,,,
IT_electrolyzer,2050,0.0,,0.0,false,,,
LT_Battery,2050,0.0,,0.0,false,,,
LT_E_Demand,2050,3.420536077,,0.0,false,,,
LT_E_ENS,2050,0.0,,0.0,false,,,
LT_Gas,2050,0.0,,0.0,false,,,
LT_H_Demand,2050,2.066210046,,0.0,false,,,
LT_Hydro,2050,0.0,,0.0,false,,,
LT_Pump_Hydro_Closed,2050,0.0,5.3,0.93,false,,,
LT_Solar,2050,0.0,,0.0,false,,,
LT_Wind_Offshore,2050,0.0,,0.0,false,,,
LT_Wind_Onshore,2050,0.0,,0.0,false,,,
LT_electrolyzer,2050,0.0,,0.0,false,,,
LU_E_Demand,2050,2.670942648,,0.0,false,,,
LU_E_ENS,2050,0.0,,0.0,false,,,
LU_H_Demand,2050,0.51369863,,0.0,false,,,
LU_Hydro,2050,0.0,,0.0,false,,,
LU_Pump_Hydro_Closed,2050,0.0,2.5,1.31,false,,,
LU_Solar,2050,0.0,,0.0,false,,,
LU_Wind_Onshore,2050,0.0,,0.0,false,,,
LU_electrolyzer,2050,0.0,,0.0,false,,,
LV_Battery,2050,0.0,,0.0,false,,,
LV_E_Demand,2050,2.358298063,,0.0,false,,,
LV_E_ENS,2050,0.0,,0.0,false,,,
LV_Gas,2050,0.0,,0.0,false,,,
LV_H_Demand,2050,0.308219178,,0.0,false,,,
LV_Hydro,2050,0.0,,0.0,false,,,
LV_Solar,2050,0.0,,0.0,false,,,
LV_Wind_Offshore,2050,0.0,,0.0,false,,,
LV_Wind_Onshore,2050,0.0,,0.0,false,,,
LV_electrolyzer,2050,0.0,,0.0,false,,,
MT_E_Demand,2050,0.632208989,,0.0,false,,,
MT_E_ENS,2050,0.0,,0.0,false,,,
MT_Gas,2050,0.0,,0.0,false,,,
MT_H_Demand,2050,0.068493151,,0.0,false,,,
MT_Solar,2050,0.0,,0.0,false,,,
MT_electrolyzer,2050,0.0,,0.0,false,,,
NL_Battery,2050,0.0,,0.0,false,,,
NL_E_Demand,2050,37.48725257,,0.0,false,,,
NL_E_ENS,2050,0.0,,0.0,false,,,
NL_Gas,2050,0.0,,0.0,false,,,
NL_H_Demand,2050,16.00456621,,0.0,false,,,
NL_OCGT,2050,0.0,,0.0,false,,,
NL_Solar,2050,0.0,,0.0,false,,,
NL_Wind_Offshore,2050,0.0,,0.0,false,,,
NL_Wind_Onshore,2050,0.0,,0.0,false,,,
NL_electrolyzer,2050,0.0,,0.0,false,,,
NO_E_Demand,2050,30.10965055,,0.0,false,,,
NO_E_ENS,2050,0.0,,0.0,false,,,
NO_H_Demand,2050,9.032895165,,0.0,false,,,
NO_Hydro_Reservoir,2050,0.0,53746.44,38.048,false,,,
NO_Pump_Hydro_Open,2050,0.0,2.28,0.135,false,,,
NO_Solar,2050,0.0,,0.0,false,,,
NO_Wind_Offshore,2050,0.0,,0.0,false,,,
NO_Wind_Onshore,2050,0.0,,0.0,false,,,
NO_electrolyzer,2050,0.0,,0.0,false,,,
OBZLL_E_Demand,2050,0.0,,0.0,false,,,
OBZLL_H_Demand,2050,0.0,,0.0,false,,,
OBZLL_Wind_Offshore,2050,0.0,,0.0,false,,,
OBZLL_electrolyzer,2050,0.0,,0.0,false,,,
PL_Coal,2050,0.0,,0.0,false,,,
PL_E_Demand,2050,37.05916112,,0.0,false,,,
PL_E_ENS,2050,0.0,,0.0,false,,,
PL_Gas,2050,0.0,,0.0,false,,,
PL_H_Demand,2050,14.94292237,,0.0,false,,,
PL_Hydro,2050,0.0,,0.0,false,,,
PL_Hydro_Reservoir,2050,0.0,0.4,0.272,false,,,
PL_Pump_Hydro_Closed,2050,0.0,3.15,1.323,false,,,
PL_Pump_Hydro_Open,2050,0.0,0.75,0.216,false,,,
PL_Solar,2050,0.0,,0.0,false,,,
PL_Wind_Offshore,2050,0.0,,0.0,false,,,
PL_Wind_Onshore,2050,0.0,,0.0,false,,,
PL_electrolyzer,2050,0.0,,0.0,false,,,
PT_Battery,2050,0.0,,0.0,false,,,
PT_E_Demand,2050,10.4110523,,0.0,false,,,
PT_E_ENS,2050,0.0,,0.0,false,,,
PT_Gas,2050,0.0,,0.0,false,,,
PT_H_Demand,2050,3.515981735,,0.0,false,,,
PT_Hydro,2050,0.0,,0.0,false,,,
PT_Hydro_Reservoir,2050,0.0,644.8,3.766,false,,,
PT_Pump_Hydro_Open,2050,0.0,1008.95,3.832,false,,,
PT_Solar,2050,0.0,,0.0,false,,,
PT_Wind_Offshore,2050,0.0,,0.0,false,,,
PT_Wind_Onshore,2050,0.0,,0.0,false,,,
PT_electrolyzer,2050,0.0,,0.0,false,,,
RO_Battery,2050,0.0,,0.0,false,,,
RO_Coal,2050,0.0,,0.0,false,,,
RO_E_Demand,2050,15.81456593,,0.0,false,,,
RO_E_ENS,2050,0.0,,0.0,false,,,
RO_Gas,2050,0.0,,0.0,false,,,
RO_H_Demand,2050,4.897260274,,0.0,false,,,
RO_Hydro,2050,0.0,,0.0,false,,,
RO_Hydro_Reservoir,2050,0.0,1212.65,2.579,false,,,
RO_Nuclear,2050,0.0,,0.0,false,,,
RO_OCGT,2050,0.0,,0.0,false,,,
RO_Pump_Hydro_Open,2050,0.0,753.2,0.839,false,,,
RO_Solar,2050,0.0,,0.0,false,,,
RO_Wind_Offshore,2050,0.0,,0.0,false,,,
RO_Wind_Onshore,2050,0.0,,0.0,false,,,
RO_electrolyzer,2050,0.0,,0.0,false,,,
SE_Battery,2050,0.0,,0.0,false,,,
SE_E_Demand,2050,29.95816458,,0.0,false,,,
SE_E_ENS,2050,0.0,,0.0,false,,,
SE_Gas,2050,0.0,,0.0,false,,,
SE_H_Demand,2050,8.664383562,,0.0,false,,,
SE_Hydro_Reservoir,2050,0.0,15965.663,16.447,false,,,
SE_Nuclear,2050,0.0,,0.0,false,,,
SE_OCGT,2050,0.0,,0.0,false,,,
SE_Solar,2050,0.0,,0.0,false,,,
SE_Wind_Offshore,2050,0.0,,0.0,false,,,
SE_Wind_Onshore,2050,0.0,,0.0,false,,,
SE_electrolyzer,2050,0.0,,0.0,false,,,
SI_Battery,2050,0.0,,0.0,false,,,
SI_Coal,2050,0.0,,0.0,false,,,
SI_E_Demand,2050,3.461524237,,0.0,false,,,
SI_E_ENS,2050,0.0,,0.0,false,,,
SI_Gas,2050,0.0,,0.0,false,,,
SI_H_Demand,2050,0.650684932,,0.0,false,,,
SI_Hydro,2050,0.0,,0.0,false,,,
SI_Nuclear,2050,0.0,,0.0,false,,,
SI_OCGT,2050,0.0,,0.0,false,,,
SI_Pump_Hydro_Closed,2050,0.0,1.3,0.18,false,,,
SI_Solar,2050,0.0,,0.0,false,,,
SI_Wind_Offshore,2050,0.0,,0.0,false,,,
SI_Wind_Onshore,2050,0.0,,0.0,false,,,
SI_electrolyzer,2050,0.0,,0.0,false,,,
SK_Battery,2050,0.0,,0.0,false,,,
SK_Coal,2050,0.0,,0.0,false,,,
SK_E_Demand,2050,6.547951746,,0.0,false,,,
SK_E_ENS,2050,0.0,,0.0,false,,,
SK_Gas,2050,0.0,,0.0,false,,,
SK_H_Demand,2050,2.716894977,,0.0,false,,,
SK_Hydro,2050,0.0,,0.0,false,,,
SK_Hydro_Reservoir,2050,0.0,10.345,0.021,false,,,
SK_Nuclear,2050,0.0,,0.0,false,,,
SK_Pump_Hydro_Closed,2050,0.0,2.05,0.65,false,,,
SK_Pump_Hydro_Open,2050,0.0,22.775,0.276,false,,,
SK_Solar,2050,0.0,,0.0,false,,,
SK_Wind_Onshore,2050,0.0,,0.0,false,,,
SK_electrolyzer,2050,0.0,,0.0,false,,,
UK_Battery,2050,0.0,,0.0,false,,,
UK_E_Demand,2050,118.6302474,,0.0,false,,,
UK_E_ENS,2050,0.0,,0.0,false,,,
UK_Gas,2050,0.0,,0.0,false,,,
UK_H_Demand,2050,35.58907422,,0.0,false,,,
UK_Hydro,2050,0.0,,0.0,false,,,
UK_Nuclear,2050,0.0,,0.0,false,,,
UK_OCGT,2050,0.0,,0.0,false,,,
UK_Pump_Hydro_Closed,2050,0.0,13.2,2.744,false,,,
UK_Solar,2050,0.0,,0.0,false,,,
UK_Wind_Offshore,2050,0.0,,0.0,false,,,
UK_Wind_Onshore,2050,0.0,,0.0,false,,,
UK_electrolyzer,2050,0.0,,0.0,false,,,
